"","named_location","location","State","latitude","longitude","Year","planting_doy","harvest_doy","min_flow_50_doy","max_flow_50_doy","mu","sd","fp","fst","N","h","badfit","ofs","outside_data","mu_025","mu_975","mu_16","mu_84","AIC_gau","AIC_lm","mod_for_cens","beta1_lm","y2","y3","opt_relation_to_data","cens","y_na","county_state"
"142","Hays_ARC","ELDO","KS",38.8584,-99.3342,"2013",168,301,237,245,237.190256884898,7.38529327174836,18.9292683088302,227.725622730482,7509.17544463683,405.634206467808,FALSE,51.1900532921742,"in_range",220.056951258064,245.317346318343,236.807202372802,240.784456208273,298.6769,296.8924,"gauss",-0.0551,236.807202372802,240.784456208273,"opt_within","interval",237.190256884898,"Ellis_KS"
"143","Hays_ARC","ELDO","KS",38.8584,-99.3342,"2017",171,292,226,233,230.246437168814,3.92230853589075,10.0532812894395,225.219796524094,12549.7466218609,1276.44842061093,FALSE,29.6684969751966,"in_range",229.157631779035,235.249219382781,229.695154306881,231.215649467265,314.3007,314.8064,"gauss",0.0422,229.695154306881,231.215649467265,"opt_within","interval",230.246437168814,"Ellis_KS"
"144","Hesston_HVEF","HVDO","KS",38.1324,-97.4417,"2000",153,275.511111111111,204,210,210.32337424446,21.9662573127758,56.3017828966867,182.172482796117,93611.8639503427,1700.14080893326,FALSE,169.450463701901,"greater_than",197.113880305359,224.401006053777,205.767187715125,209.598924151427,109.5372,107.5563,"gauss",0.0065,205.767187715125,240.511111111111,"opt_after","interval",210.32337424446,"Harvey_KS"
"145","Hesston_HVEF","HVDO","KS",38.1324,-97.4417,"2001",130,257,186,192,188.616007919699,NA,NA,NA,NA,1147.5502548314,TRUE,0,"in_range",NA,NA,NA,NA,151.5653,155.4535,"exclude",0.014,NA,NA,"unclear","interval",NA,"Harvey_KS"
"146","Hesston_HVEF","HVDO","KS",38.1324,-97.4417,"2003",168,294,219,223,219.449376790297,NA,NA,NA,NA,844.671992400803,TRUE,0,"in_range",NA,NA,NA,NA,96.588,95.2714,"exclude",0.0881,NA,NA,"unclear","interval",NA,"Harvey_KS"
"147","Hesston_HVEF","HVDO","KS",38.1324,-97.4417,"2004",180,278,231,235,234.657741243994,4.17104270214893,10.6908126097847,229.312334939101,22019.7664257746,2106.09587556597,FALSE,32.6357717482065,"in_range",233.100450922041,251.937962453169,233.532643366706,236.489326036699,109.508,107.9003,"gauss",0.094,233.532643366706,236.489326036699,"opt_within","interval",234.657741243994,"Harvey_KS"
"148","Hesston_HVEF","HVDO","KS",38.1324,-97.4417,"2005",173,280,222,226,225.952088091664,5.46705744666939,14.0126320594028,218.945772061963,27314.6218851687,1993.20340959847,FALSE,42.62201120077,"in_range",223.771410681954,244.086314392215,224.470115075413,227.502572191715,132.4346,130.8025,"gauss",0.0588,224.470115075413,227.502572191715,"opt_within","interval",225.952088091664,"Harvey_KS"
"149","Hesston_HVEF","HVDO","KS",38.1324,-97.4417,"2006",178,279,228,233,230.471526835137,NA,NA,NA,NA,1710.68618775788,TRUE,0,"in_range",NA,NA,NA,NA,148.3635,147.983,"exclude",0.0109,NA,NA,"unclear","interval",NA,"Harvey_KS"
"150","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"1986",136,296.100313479624,201,208,204.478908261863,6.2769551011726,16.0884832735218,196.434666625102,32629.0195477323,2073.7913934104,FALSE,49.0635778994808,"in_range",201.343177052631,207.666424001348,203.740938760634,205.226571295232,441.8143,442.0153,"gauss",6e-04,203.740938760634,205.226571295232,"opt_within","interval",204.478908261863,"Adams_ND"
"151","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2002",133,282,209,215,214.851180309385,14.3675309091753,36.8254634593281,196.438448579721,73809.7662685308,2049.47089776292,FALSE,112.216482904831,"in_range",209.80309154599,233.76224447627,211.926791464453,215.768220757443,540.3673,538.4999,"gauss",0.0136,211.926791464453,215.768220757443,"opt_within","interval",214.851180309385,"Adams_ND"
"152","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2003",135,290,211,219,215.535581544724,8.32632482762541,21.3412292361525,204.864966926647,49508.053654204,2372.09768198276,FALSE,65.6525509473183,"in_range",213.986435976797,219.396724759315,214.918714370233,216.385954492294,653.296,654.8647,"gauss",0.0064,214.918714370233,216.385954492294,"opt_within","interval",215.535581544724,"Adams_ND"
"153","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2005",125,292,205,215,211.17677565869,8.43372715093317,21.6165124673088,200.368519425036,12068.7293521424,570.889515765122,FALSE,60.0973724580318,"in_range",204.940181520389,235.124834614757,208.792885945911,213.441118585765,848.0805,847.9393,"gauss",0.0292,208.792885945911,213.441118585765,"opt_within","interval",211.17677565869,"Adams_ND"
"154","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2009",147,313,223,232,228.393481684879,7.11276847530208,18.2307591497594,219.278102109999,37880.8489070723,2124.66809499052,FALSE,55.6848314143067,"in_range",226.373167303241,231.835505542332,227.686215647237,229.183636190238,617.8101,618.1336,"gauss",0.0078,227.686215647237,229.183636190238,"opt_within","interval",228.393481684879,"Adams_ND"
"155","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2011",157,252,223,235,232.618176854848,NA,NA,NA,NA,1626.6553917813,TRUE,0,"in_range",NA,NA,NA,NA,676.5426,674.639,"exclude",-0.0061,NA,NA,"unclear","interval",NA,"Adams_ND"
"156","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2013",135,299,209,216,214.58970979521,8.00846408037894,20.5265193596347,204.326450115393,38947.2631293337,1940.16103615661,FALSE,62.3242786391088,"in_range",212.58285011478,237.430678265316,213.24450836478,217.072172340933,487.3379,486.2772,"gauss",0.0315,213.24450836478,217.072172340933,"opt_within","interval",214.58970979521,"Adams_ND"
"157","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2014",142,310,210,221,227.744201263813,16.4120345895303,42.0657372439694,206.711332641828,64725.1290633352,1573.33269357572,FALSE,125.943103721584,"greater_than",216.214397007706,306.254443996128,217.679076869487,229.478902072265,491.9949,490.095,"gauss",0.0432,217.679076869487,275,"opt_after","interval",227.744201263813,"Adams_ND"
"158","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2015",139,293,236,246,257.259183139389,14.7280845821709,37.749599707509,238.384383285634,164179.591036745,4447.16216003147,FALSE,120.734520259241,"greater_than",245.543190654207,413.142863688177,247.337552719094,270.903354266941,710.1954,708.3718,"gauss",0.0688,247.337552719094,258,"opt_after","interval",257.259183139389,"Adams_ND"
"159","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2016",138,300,205,215,214.609402463124,10.4196705096674,26.7066901082462,201.256057409001,69166.3152502818,2648.19962467246,FALSE,82.7384055008335,"in_range",211.49618837125,253.903834033067,212.400267221426,219.403485820504,474.849,474.5778,"gauss",0.0366,212.400267221426,219.403485820504,"opt_within","interval",214.609402463124,"Adams_ND"
"160","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2017",151,300,213,231,224.919414325492,12.9111183234694,33.0925278007475,208.373150425118,64232.9142848552,1984.74095424014,FALSE,100.628853227473,"in_range",221.919175299942,244.449709861077,223.237783059974,228.132093787837,562.2958,566.1576,"gauss",0.0172,223.237783059974,228.132093787837,"opt_within","interval",224.919414325492,"Adams_ND"
"161","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2018",151,305,211,221,220.311965980696,8.01220389802676,20.5361048979575,210.043913531718,64760.2347042063,3224.53048387715,FALSE,64.4115124498549,"in_range",218.615592838917,232.331879911988,219.225428284344,222.624731969818,611.3933,613.9167,"gauss",0.0519,219.225428284344,222.624731969818,"opt_within","interval",220.311965980696,"Adams_ND"
"162","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2019",158,325,218,231,226.884515029982,10.0385241793556,25.7297727556211,214.019628652171,53098.5569523546,2110.19658050553,FALSE,78.5550860821172,"in_range",224.622119235757,234.758606166702,225.840428865025,228.463865745094,687.7201,689.3881,"gauss",0.0121,225.840428865025,228.463865745094,"opt_within","interval",226.884515029982,"Adams_ND"
"163","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2020",139,292,200,211,208.09865239929,7.36452315249768,18.8760323511457,198.660636223717,34829.3296131562,1886.7334507616,FALSE,57.2071390860169,"in_range",206.475632690891,213.765860270694,207.28049252542,209.380389480626,600.3257,610.7968,"gauss",0.0243,207.28049252542,209.380389480626,"opt_within","interval",208.09865239929,"Adams_ND"
"164","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2021",154,302,209,219,217.266567770613,5.47029696518755,14.02093527946,210.256100130883,46581.5097984255,3397.13435336109,FALSE,44.1183774719051,"in_range",216.623446936962,218.555750554426,216.902631163142,217.788668680785,763.6681,789.9809,"gauss",0.0626,216.902631163142,217.788668680785,"opt_within","interval",217.266567770613,"Adams_ND"
"165","Hettinger_REC","Hettinger","ND",46.0033,-102.6444,"2022",152,294,214,223,224.875639462274,10.6598745465585,27.3223578273022,211.214460548623,78101.3012002823,2922.91537457342,FALSE,85.1741283414542,"greater_than",220.784411843624,287.081717027261,221.777739411247,231.199412859544,415.5324,414.9497,"gauss",0.0486,221.777739411247,259,"opt_after","interval",224.875639462274,"Adams_ND"
"166","Hutchinson_SCKEF","RNDO","KS",37.9302,-98.0273,"1996",182,275,236,242,241.304935725134,8.04565250364284,20.6218371237426,230.994017163263,16994.2681919401,842.657833305232,FALSE,59.0643443697959,"in_range",237.589451557517,260.30748803145,238.950930915395,242.311900335898,240.8179,239.9931,"gauss",0.0377,238.950930915395,242.311900335898,"opt_within","interval",241.304935725134,"Reno_KS"
"167","Hutchinson_SCKEF","RNDO","KS",37.9302,-98.0273,"1998",180,299,228,234,231.660777340472,NA,NA,NA,NA,1598.50708965598,TRUE,0,"in_range",215.879917417279,242.965376093421,228.837319363547,232.790615095559,334.0039,332.0578,"exclude",-0.0025,NA,NA,"unclear","interval",NA,"Reno_KS"
"168","Hutchinson_SCKEF","RNDO","KS",37.9302,-98.0273,"1999",153,285,205,213,206.796512262783,9.42843074538828,24.1660403647624,194.713492080402,37926.0194076325,1604.75195476522,FALSE,72.449251941843,"in_range",187.225886719404,209.601293365493,204.573139059082,208.309599801841,395.505,394.3127,"gauss",-0.0206,204.573139059082,208.309599801841,"opt_within","interval",206.796512262783,"Reno_KS"
"169","Hutchinson_SCKEF","RNDO","KS",37.9302,-98.0273,"2000",146,285,197,204,197.950574876979,5.3923459188184,13.8211387084395,191.040005522759,25496.5344652376,1886.3117750661,FALSE,41.8867733517298,"in_range",182.513841161103,199.348798049578,195.630826342996,198.877954238371,291.0654,291.4215,"gauss",-0.0747,195.630826342996,198.877954238371,"opt_within","interval",197.950574876979,"Reno_KS"
"170","Hutchinson_SCKEF","RNDO","KS",37.9302,-98.0273,"2001",130,306,185,190,188.159787392645,NA,NA,NA,NA,583.036502982257,TRUE,0,"in_range",177.581350557603,191.223694412753,185.788701908337,187.696650449184,203.1022,201.2212,"exclude",-0.0178,NA,NA,"unclear","interval",NA,"Reno_KS"
"171","Hutchinson_SCKEF","RNDO","KS",37.9302,-98.0273,"2002",150,271,202,206,204.268022684481,NA,NA,NA,NA,355.097349415211,TRUE,0,"in_range",NA,NA,NA,NA,209.6821,208.8703,"exclude",0.004,NA,NA,"unclear","interval",NA,"Reno_KS"
"172","Hutchinson_SCKEF","RNDO","KS",37.9302,-98.0273,"2003",160,290,209,215,210.431480794479,NA,NA,NA,NA,464.229064164151,TRUE,0,"in_range",206.4563397592,234.233388727119,211.631394064489,215.549269225109,202.1355,200.6978,"exclude",0.0316,NA,NA,"unclear","interval",NA,"Reno_KS"
"173","Hutchinson_SCKEF","RNDO","KS",37.9302,-98.0273,"2004",149,278,201,206,203.408271404916,NA,NA,NA,NA,2130.35518251375,TRUE,0,"in_range",191.980408666786,214.087212480896,201.938897104903,204.936017813545,156.9099,154.94,"exclude",1e-04,NA,NA,"unclear","interval",NA,"Reno_KS"
"174","Hutchinson_SCKEF","RNDO","KS",37.9302,-98.0273,"2007",158,296,214,218,219.002733904477,NA,NA,NA,NA,267.553446320664,TRUE,0,"greater_than",204.709040524773,220.56480761499,214.060268340903,216.592153481665,137.4135,135.5574,"exclude",-0.0765,NA,NA,"unclear","interval",NA,"Reno_KS"
"175","Hutchinson_SCKEF","RNDO","KS",37.9302,-98.0273,"2009",156,275,210,215,211.825548649957,5.24983849105119,13.4558774741259,205.097609912894,22123.630495826,1681.2044057752,FALSE,40.4674107123857,"in_range",204.148550857996,213.446982180342,210.852405507884,212.491552411855,394.8127,393.1131,"gauss",-0.0205,210.852405507884,212.491552411855,"opt_within","interval",211.825548649957,"Reno_KS"
"176","Hutchinson_SCKEF","RNDO","KS",37.9302,-98.0273,"2010",155,280,206,211,204.829019942084,NA,NA,NA,NA,865.467217360446,TRUE,0,"less_than",204.15774190515,236.154831904464,208.02269797395,212.114405306338,286.5634,284.5868,"exclude",0.027,NA,NA,"unclear","interval",NA,"Reno_KS"
"177","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1978",138,287.464013547841,205,217,212.955823988363,NA,NA,NA,NA,1535.4941350523,TRUE,0,"in_range",NA,NA,NA,NA,317.7501,318.1972,"exclude",-0.0093,NA,NA,"unclear","interval",NA,"Cavalier_ND"
"178","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1979",153,289,219,228,200.836627952904,26.4803806829951,67.8719466410188,166.900654632395,211564.156041977,3187.3366124525,FALSE,212.72750974967,"less_than",147.256575884674,221.52776408461,205.150162479316,220.247613379542,487.7773,485.871,"gauss",-0.0315,193,220.247613379542,"opt_before","interval",200.836627952904,"Cavalier_ND"
"179","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1980",170,287.464013547841,233,242,240.478758725736,NA,NA,NA,NA,943.8657550775,TRUE,0,"in_range",NA,NA,NA,NA,481.0406,479.657,"exclude",-0.0086,NA,NA,"unclear","interval",NA,"Cavalier_ND"
"180","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1982",144,299,208,215,211.274261879463,10.5968718698389,27.1608754693352,197.693824144795,54951.2803550809,2068.76041959424,FALSE,82.81686826808,"in_range",201.620435553453,217.720440866885,209.873236309494,212.632435368221,499.3709,498.1169,"gauss",-0.0034,209.873236309494,212.632435368221,"opt_within","interval",211.274261879463,"Cavalier_ND"
"181","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1983",136,287.464013547841,205,215,208.391486209312,8.19270040731336,20.9987360660606,197.892118176282,24899.6612471377,1212.48515694397,FALSE,61.7467796540103,"in_range",187.81413763434,210.866306437679,205.53439155638,209.855806154125,466.6477,467.3285,"gauss",-0.0295,205.53439155638,209.855806154125,"opt_within","interval",208.391486209312,"Cavalier_ND"
"182","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1984",137,287.464013547841,213,223,210.286165751486,17.0156767939632,43.6129344682089,188.479698517382,74733.2764632954,1752.16443607554,FALSE,131.526731696476,"less_than",164.168130042987,217.295407762786,206.481707063996,216.16497454708,478.326,476.6827,"gauss",-0.0252,177,216.16497454708,"opt_before","interval",210.286165751486,"Cavalier_ND"
"183","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1985",135,287.464013547841,213,221,165.304546899651,38.0254400589634,97.4631244761739,116.572984661565,363252.193964204,3811.0448793279,FALSE,308.838844571171,"less_than",167.363529493121,216.64658394461,206.209801347167,215.599735326349,398.7207,396.7247,"gauss",-0.0356,175,215.599735326349,"opt_before","interval",165.304546899651,"Cavalier_ND"
"184","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1986",140,287.464013547841,207,214,210.77177575427,NA,NA,NA,NA,1990.93146911684,TRUE,0,"in_range",NA,NA,NA,NA,439.0464,437.3684,"exclude",-0.0031,NA,NA,"unclear","interval",NA,"Cavalier_ND"
"185","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1988",136,287.464013547841,200,208,204.784945184441,NA,NA,NA,NA,929.072324166393,TRUE,0,"in_range",NA,NA,NA,NA,236.1448,243.1975,"exclude",-0.0151,NA,NA,"unclear","interval",NA,"Cavalier_ND"
"186","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1989",135,269,202,210,201.030579861571,13.617396225923,34.9027909039455,183.579184409598,53454.430628907,1566.02863710905,FALSE,104.464499926876,"less_than",173.611786292652,206.861776450575,199.253385883784,205.338828721281,285.6681,283.9919,"gauss",-0.0258,175,205.338828721281,"opt_before","interval",201.030579861571,"Cavalier_ND"
"187","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1991",137,284,200,208,201.853091824846,11.3944081454576,29.2050431945308,187.250570227581,74750.436692847,2617.17057126266,FALSE,90.4107281936091,"in_range",179.557168606227,204.90052517128,199.467409329226,203.749982715018,285.4132,283.6938,"gauss",-0.0174,199.467409329226,203.749982715018,"opt_within","interval",201.853091824846,"Cavalier_ND"
"188","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1992",136,287.464013547841,215,226,216.465080037777,12.2790368477041,31.4724377911099,200.728861142223,77214.7186277805,2508.68340179967,FALSE,97.1675393099249,"in_range",190.653525892372,219.192158400144,212.373310727171,218.244176807839,374.3625,378.1855,"gauss",-0.0238,212.373310727171,218.244176807839,"opt_within","interval",216.465080037777,"Cavalier_ND"
"189","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1994",137,294,207,224,225.107657738671,32.8877804478179,84.2947730403764,182.960271218483,256900.312556517,3116.30627338178,FALSE,263.83140263892,"greater_than",216.491271993572,323.171529281158,218.312190593221,233.519846038181,733.4821,731.8153,"gauss",0.0085,218.312190593221,259,"opt_after","interval",225.107657738671,"Cavalier_ND"
"190","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1996",145,289,212,225,221.652647622126,33.3994393119031,85.6062074769627,178.849543883645,217313.036205783,2595.71298234332,FALSE,264.87446789592,"in_range",206.593628977722,251.126150074321,217.358699375592,223.741963585387,829.8162,827.8513,"gauss",0.0024,217.358699375592,223.741963585387,"opt_within","interval",221.652647622126,"Cavalier_ND"
"191","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1997",135,281,202,216,269.609310508591,51.7308667221577,132.591546469521,203.313537273831,704068.076013519,5429.68911213647,FALSE,429.076581708335,"greater_than",213.155130342412,489.795558305144,215.656464057675,253.25989813606,800.9263,798.9579,"gauss",0.0224,215.656464057675,246,"opt_after","interval",269.609310508591,"Cavalier_ND"
"192","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1998",139,272,207,218,213.297538781895,14.0422875097915,35.9918310840013,195.301623239894,105798.692580441,3005.74757866913,FALSE,112.396431301892,"in_range",209.959995772753,219.505371740874,212.240142470434,214.602840541743,995.3387,995.0539,"gauss",0.0025,212.240142470434,214.602840541743,"opt_within","interval",213.297538781895,"Cavalier_ND"
"193","Langdon_REC","Langdon","ND",48.7587,-98.3424,"1999",139,284,208,220,230.661853268135,22.4949242456605,57.6568107676669,201.833447884301,135115.146251303,2396.23587853007,FALSE,177.486570570473,"greater_than",216.540749598034,341.636021133502,218.001082544866,237.938231000356,1065.7381,1063.8235,"gauss",0.0319,218.001082544866,249,"opt_after","interval",230.661853268135,"Cavalier_ND"
"194","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2000",136,285,211,220,515.753588992695,134.235730728174,344.06002173343,343.72357812598,7723506.89235626,22953.8993501832,FALSE,1203.11423609569,"greater_than",215.142850422998,280.853542977689,217.20825143928,226.921140382735,550.8388,548.8389,"gauss",0.0166,217.20825143928,250,"opt_after","interval",515.753588992695,"Cavalier_ND"
"195","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2001",137,284,210,221,223.211648876546,17.2814565726239,44.2941554510745,201.064571151009,64614.0964950538,1491.61587702335,FALSE,132.133572079554,"greater_than",214.869953871887,281.091704762543,216.405698450189,226.500037230367,576.2098,574.4904,"gauss",0.0266,216.405698450189,249,"opt_after","interval",223.211648876546,"Cavalier_ND"
"196","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2002",134,287.464013547841,207,216,213.465732973364,9.86055833963139,25.273627954597,200.828918996065,60449.4991887564,2445.68920185391,FALSE,77.9025659083933,"in_range",211.78360633169,230.147120795201,212.431176696607,215.748326081118,498.226,499.993,"gauss",0.019,212.431176696607,215.748326081118,"opt_within","interval",213.465732973364,"Cavalier_ND"
"197","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2003",135,281,208,221,216.628418424591,11.721811213502,30.0442110233635,201.60631291291,66848.41193869,2275.13115629405,FALSE,92.177228801742,"in_range",213.798110641161,222.647060242943,215.587567101238,218.019077131976,599.9856,601.6609,"gauss",0.0046,215.587567101238,218.019077131976,"opt_within","interval",216.628418424591,"Cavalier_ND"
"198","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2005",132,297,204,216,211.389845702238,21.4542457117499,54.9894443589433,183.895123522766,138033.113289791,2566.72948220125,FALSE,170.021482608332,"in_range",200.721189753878,224.333554801842,209.384264867753,213.227866133042,882.2237,880.519,"gauss",8e-04,209.384264867753,213.227866133042,"opt_within","interval",211.389845702238,"Cavalier_ND"
"199","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2006",137,282,201,210,204.814161670372,11.0773879325441,28.3924876941934,190.617917823276,85235.8755325226,3069.69429652779,FALSE,88.7814227429924,"in_range",198.634119624392,206.229914371091,203.618003212217,205.509604380691,822.1836,823.7838,"gauss",-0.0071,203.618003212217,205.509604380691,"opt_within","interval",204.814161670372,"Cavalier_ND"
"200","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2007",136,292,206,216,213.658569541028,14.3306216509889,36.7308612241044,195.293138928976,101730.346059599,2832.0150535998,FALSE,114.277116226247,"in_range",211.34473756888,235.415982752517,212.235549054916,216.694402642358,854.7246,854.9464,"gauss",0.0114,212.235549054916,216.694402642358,"opt_within","interval",213.658569541028,"Cavalier_ND"
"201","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2008",136,299,215,229,220.42669228763,15.9348232576209,40.8425953849612,200.005394595149,81928.713353351,2051.15721756813,FALSE,124.464409739664,"in_range",206.744882243454,224.111625410151,218.133479562021,221.891308928333,821.1224,822.6453,"gauss",-0.0054,218.133479562021,221.891308928333,"opt_within","interval",220.42669228763,"Cavalier_ND"
"202","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2009",135,295,219,229,223.985487403583,4.77276257303261,12.2330826948852,217.86894605614,15748.3951035565,1316.36563921586,FALSE,36.1790008518928,"in_range",222.271138519187,224.971729716067,223.415880772168,224.445776784518,594.5144,603.5999,"gauss",-0.0247,223.415880772168,224.445776784518,"opt_within","interval",223.985487403583,"Cavalier_ND"
"203","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2011",153,286,220,230,224.35295589084,NA,NA,NA,NA,1731.33098900251,TRUE,0,"in_range",NA,NA,NA,NA,636.162,634.924,"exclude",0.0029,NA,NA,"unclear","interval",NA,"Cavalier_ND"
"204","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2012",137,276,211,218,204.342972194315,21.292756258082,54.5755302346091,177.05520707701,105426.735933898,1975.28126180397,FALSE,165.902860698873,"less_than",179.235215174976,215.841477853524,208.577892799768,214.465044151175,614.6318,612.668,"gauss",-0.0233,177,214.465044151175,"opt_before","interval",204.342972194315,"Cavalier_ND"
"205","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2013",137,294,216,225,220.70459484677,11.4882913155595,29.4456754417754,205.981757125882,102087.486302047,3545.08894900913,FALSE,92.8965628442213,"in_range",215.549630094038,224.504440604221,219.654149669055,221.7086160453,402.0183,402.2542,"gauss",-7e-04,219.654149669055,221.7086160453,"opt_within","interval",220.70459484677,"Cavalier_ND"
"206","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2014",143,289,213,222,313.536365494141,NA,NA,NA,NA,951.158153789387,TRUE,0,"greater_than",132.187015823749,216.984379259388,199.883101201344,215.538901238166,478.7112,476.7131,"linear",-0.0216,183,213,"opt_before","interval",NA,"Cavalier_ND"
"207","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2015",141,289,210,217,211.876340136332,NA,NA,NA,NA,2935.19288212057,TRUE,0,"in_range",NA,NA,NA,NA,540.727,539.4435,"exclude",0.0109,NA,NA,"unclear","interval",NA,"Cavalier_ND"
"208","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2016",139,294,205,218,199.86368940457,NA,NA,NA,NA,2707.33354014375,TRUE,0,"less_than",NA,NA,NA,NA,373.7942,371.9248,"exclude",0.0184,NA,NA,"unclear","interval",NA,"Cavalier_ND"
"209","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2017",138,291,206,222,219.724555818496,16.3587660749279,41.9292045474034,198.759953544794,133119.811980749,3246.40141652273,FALSE,131.565999582515,"in_range",216.599893587339,257.967477479846,217.743258545257,224.499097565376,605.033,604.9569,"gauss",0.0161,217.743258545257,224.499097565376,"opt_within","interval",219.724555818496,"Cavalier_ND"
"210","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2018",141,289,199,212,197.144707247205,29.6836189169678,76.0821765881389,159.103618953136,203780.058340501,2738.76582912959,FALSE,236.207947959753,"less_than",149.516937693478,207.244993578974,194.53353990358,205.100364939597,465.4567,463.5561,"gauss",-0.0103,181,205.100364939597,"opt_before","interval",197.144707247205,"Cavalier_ND"
"211","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2020",143,286,203,219,296.685459728207,80.1321911862209,205.387070130441,193.991924662986,1110895.23125029,5530.64967126816,FALSE,665.360144889954,"greater_than",214.139419337136,458.105742470248,216.542852709477,249.944266046549,598.146,596.1556,"gauss",0.0133,216.542852709477,251,"opt_after","interval",296.685459728207,"Cavalier_ND"
"212","Langdon_REC","Langdon","ND",48.7587,-98.3424,"2022",147,293,211,224,218.710329645923,16.9511944558762,43.4476595855583,196.986499853144,112523.06333899,2648.20320497537,FALSE,134.602617194335,"in_range",209.951995123284,234.772378014238,216.540779094926,221.082469047818,428.6367,427.9509,"gauss",0.0025,216.540779094926,221.082469047818,"opt_within","interval",218.710329645923,"Cavalier_ND"
"213","Minot_REC","Minot","ND",48.1821,-101.2973,"1978",135,286,202,213,177.742803547311,69.4200450624258,177.930734859857,88.7774361173826,335461.111813755,1927.82388447939,FALSE,540.020029767833,"less_than",169.280008286652,221.199509605501,200.840265573875,208.631519361956,345.6797,343.6839,"gauss",-0.0061,175,208.631519361956,"opt_before","interval",177.742803547311,"Ward_ND"
"214","Minot_REC","Minot","ND",48.1821,-101.2973,"1979",138,276,210,219,212.820281784943,7.96308679549393,20.4102126986656,202.615175435611,36554.8493219753,1831.35953716981,FALSE,61.7344748427788,"in_range",205.313628944564,217.904564549102,211.309536400589,214.16692725482,417.2539,423.9194,"gauss",-0.0103,211.309536400589,214.16692725482,"opt_within","interval",212.820281784943,"Ward_ND"
"215","Minot_REC","Minot","ND",48.1821,-101.2973,"1981",138,280,203,211,206.28063508945,NA,NA,NA,NA,1638.39270671803,TRUE,0,"in_range",NA,NA,NA,NA,509.2934,508.3983,"exclude",1e-04,NA,NA,"unclear","interval",NA,"Ward_ND"
"216","Minot_REC","Minot","ND",48.1821,-101.2973,"1982",146,287.965337954939,216,221,218.495305886277,4.10639067749433,10.5251028029612,213.232754484796,17324.7601782286,1683.12756279911,FALSE,31.6557904317364,"in_range",217.185195948197,220.552596802792,218.075926000046,218.98335645736,723.0011,728.4555,"gauss",0.0037,218.075926000046,218.98335645736,"opt_within","interval",218.495305886277,"Ward_ND"
"217","Minot_REC","Minot","ND",48.1821,-101.2973,"1984",150,279,215,226,220.198328872461,6.46616915355548,16.5734584036305,211.911599670646,25299.536863442,1560.9017781188,FALSE,49.5935159611584,"in_range",218.603884421588,222.262743417225,219.498629064632,220.986007448356,726.913,743.17,"gauss",9e-04,219.498629064632,220.986007448356,"opt_within","interval",220.198328872461,"Ward_ND"
